-41, -118, -971
-33, -124, -979
-23, -120, -971
-17, -112, -981
-12, -114, -973
-20, -112, -975
-23, -114, -961
-21, -117, -972
-17, -117, -952
-32, -114, -960
-24, -116, -972
-17, -113, -976
-34, -119, -987
-15, -115, -983
-12, -116, -1002
-6, -121, -957
-17, -118, -952
-16, -116, -966
-22, -114, -972
-17, -114, -955
-25, -115, -959
-19, -115, -983
-21, -120, -973
-25, -114, -971
-27, -124, -950
-21, -117, -976
-20, -124, -967
-18, -119, -966
-20, -111, -967
-17, -122, -964
-20, -120, -982
-20, -113, -979
-24, -119, -969
-25, -117, -954
-15, -126, -952
-24, -119, -971
-20, -117, -963
-14, -119, -975
-21, -118, -979
-20, -125, -963
-29, -114, -973
-25, -120, -978
-20, -127, -970
-25, -115, -970
-21, -120, -967
-21, -123, -969
-20, -119, -994
-17, -115, -950
-24, -112, -957
-24, -118, -962
-7, -116, -949
-14, -117, -945
-13, -121, -948
-26, -122, -964
-24, -120, -956
-24, -120, -964
-19, -114, -969
-26, -122, -959
-25, -117, -966
-16, -116, -977
-20, -112, -967
-26, -115, -975
-19, -116, -954
-26, -115, -988
-25, -121, -967
-22, -119, -983
-24, -123, -962
-16, -121, -961
-15, -120, -978
-6, -122, -964
-11, -122, -976
-18, -120, -960
-10, -123, -968
-15, -117, -983
-20, -119, -951
-19, -124, -965
-13, -114, -969
-8, -119, -983
-24, -112, -958
-45, -117, -979
-11, -119, -974
-28, -121, -954
-22, -116, -952
-20, -115, -966
-23, -119, -958
-31, -117, -964
-16, -119, -976
-25, -125, -954
-26, -120, -969
-13, -124, -960
-11, -115, -962
-28, -120, -963
-26, -118, -958
-20, -110, -968
-10, -118, -955
-24, -113, -956
-24, -118, -970
-24, -120, -970
-32, -112, -968
-31, -112, -946
-27, -117, -966
-28, -109, -968
-7, -114, -943
-24, -118, -958
-27, -118, -968
-22, -120, -977
-22, -127, -956
-14, -123, -963
-21, -122, -965
-14, -125, -969
-18, -120, -989
-21, -118, -972
-36, -119, -961
-27, -115, -971
-24, -117, -950
-29, -119, -963
-35, -120, -972
-23, -116, -953
-23, -114, -968
-8, -118, -965
-17, -122, -956
-18, -119, -965
-19, -116, -963
-21, -113, -972
-20, -115, -959
-37, -119, -938
-24, -126, -957
-12, -121, -974
-15, -125, -953
-8, -121, -958
-24, -120, -974
-28, -120, -986
-23, -125, -964
-18, -116, -981
-12, -116, -977
-27, -113, -971
-22, -115, -961
-27, -114, -964
-24, -119, -962
-20, -122, -985
-26, -118, -993
-12, -124, -963
-17, -115, -964
-29, -118, -965
-30, -118, -938
-23, -116, -964
-19, -120, -962
-26, -122, -956
-26, -117, -981
-29, -117, -978
-28, -108, -979
-16, -119, -944
-23, -119, -978
-18, -116, -948
-25, -116, -974
-31, -123, -976
-16, -118, -965
-14, -113, -961
-9, -116, -953
-24, -114, -939
-23, -120, -958
-33, -111, -966
-24, -116, -970
-16, -120, -964
-21, -117, -955
-10, -121, -974
-17, -121, -963
-24, -123, -970
-20, -115, -968
-32, -119, -968
-27, -117, -946
-18, -117, -985
-23, -123, -956
-20, -123, -977
-21, -119, -973
-25, -115, -966
-13, -112, -961
-21, -115, -971
-19, -110, -965
-25, -115, -974
-20, -114, -970
-29, -117, -970
-8, -119, -954
-31, -113, -962
-12, -113, -978
-30, -110, -963
-18, -110, -980
-23, -122, -975
-28, -113, -963
-33, -120, -976
-30, -121, -968
-18, -121, -963
-30, -123, -977
-19, -116, -975
-34, -120, -981
-21, -116, -979
-18, -118, -948
-16, -118, -967
-24, -116, -972
-20, -120, -970
-31, -114, -970
-24, -114, -972
-13, -117, -965
-28, -116, -962
-12, -123, -934
-21, -115, -978
-28, -119, -964
-25, -122, -969
-27, -120, -970
-21, -120, -962
-19, -117, -967
-10, -129, -965
-13, -122, -976
-14, -118, -961
-17, -117, -975
-20, -118, -971
-24, -114, -964
-28, -116, -969
-22, -122, -957
-24, -118, -962
-25, -118, -964
-21, -115, -949
-21, -115, -968
-11, -115, -957
-20, -117, -947
-17, -119, -955
-13, -120, -943
-26, -119, -961
-25, -119, -969
-21, -116, -967
-25, -117, -990
-19, -113, -961
-33, -116, -974
-30, -120, -968
-29, -116, -962
-33, -125, -963
-34, -115, -977
-22, -115, -958
-20, -123, -965
-21, -120, -971
-11, -118, -958
-13, -119, -977
-14, -118, -971
-27, -118, -978
-28, -119, -963
-31, -119, -968
-15, -119, -942
-14, -120, -961
-24, -115, -940
-19, -121, -948
-14, -116, -963
-22, -125, -961
-23, -119, -969
-21, -118, -964
-25, -112, -969
-16, -117, -965
-14, -124, -953
-14, -122, -966
-28, -124, -964
-22, -120, -975
-22, -126, -956
-12, -120, -960
-26, -120, -953
-14, -120, -958
-15, -121, -970
-32, -119, -967
-17, -117, -980
-31, -118, -981
-29, -129, -967
-20, -121, -958
-8, -115, -941
-20, -114, -952
-36, -118, -944
-23, -119, -965
-25, -113, -953
-21, -114, -968
-23, -117, -956
-23, -120, -956
-17, -118, -970
-21, -118, -953
-22, -114, -968
-21, -118, -980
-19, -118, -959
-23, -119, -975
-18, -126, -967
-18, -115, -991
-27, -117, -970
-17, -116, -964
-23, -117, -958
-13, -121, -967
-16, -119, -981
-29, -117, -972
-38, -117, -980
-27, -116, -974
-19, -124, -957
-24, -119, -944
-25, -110, -964
-24, -117, -964
-26, -115, -954
-15, -119, -970
-22, -114, -966
-23, -116, -973
-27, -116, -969
-19, -117, -965
-12, -122, -963
-16, -119, -963
-32, -110, -983
-11, -121, -948
-27, -112, -973
-16, -111, -988
-25, -118, -954
-20, -126, -949
-31, -120, -959
-28, -117, -976
-17, -120, -977
-29, -121, -963
-17, -117, -969
-23, -115, -958
-22, -118, -971
-26, -124, -988
-8, -116, -977
-18, -116, -967
-22, -117, -984
-24, -126, -973
-28, -120, -974
-31, -114, -964
-21, -118, -980
-22, -120, -971
-24, -114, -954
-33, -119, -967
-18, -117, -958
-25, -119, -965
-22, -119, -974
-22, -119, -957
-15, -122, -981
-26, -126, -953
-13, -123, -964
-13, -122, -981
-19, -118, -968
-17, -116, -982
-16, -124, -966
-27, -120, -983
-18, -113, -951
-20, -117, -953
-25, -116, -968
-20, -118, -960
-32, -114, -968
-29, -123, -955
-16, -116, -967
-20, -109, -959
-26, -116, -954
-15, -117, -978
-11, -120, -966
-17, -120, -957
-5, -121, -974
-25, -117, -968
-27, -116, -957
-36, -116, -972
-17, -114, -960
-27, -115, -970
-17, -118, -964
-31, -117, -950
-20, -116, -976
-20, -118, -955
-33, -116, -959
-26, -115, -964
-19, -119, -965
-12, -116, -962
-11, -121, -979
-25, -121, -956
-25, -126, -957
-17, -116, -965
-34, -121, -977
-31, -121, -951
-13, -116, -973
-18, -120, -960
-20, -124, -971
-19, -119, -981
-21, -122, -972
-26, -116, -960
-23, -118, -958
-23, -119, -970
-23, -111, -959
-9, -120, -970
-26, -114, -951
-28, -112, -971
-14, -119, -970
-24, -119, -969
-20, -115, -975
-22, -122, -960
-20, -116, -963
-20, -120, -978
-6, -124, -970
-14, -122, -989
-12, -123, -972
-10, -127, -953
-27, -113, -966
-22, -121, -976
-16, -115, -969
-26, -118, -967
-23, -118, -972
-23, -112, -964
-17, -117, -964
-30, -116, -949
-17, -117, -969
-20, -117, -965
-27, -123, -954
-29, -121, -971
-39, -121, -979
-17, -117, -961
-17, -123, -954
-21, -116, -977
-11, -114, -974
-33, -114, -970
-7, -120, -963
-16, -122, -960
-21, -117, -961
-21, -112, -968
-20, -115, -966
-17, -121, -966
-20, -115, -956
-16, -117, -972
-5, -121, -985
-10, -119, -971
-16, -121, -958
-13, -117, -940
-19, -113, -971
-3, -123, -970
-4, -121, -948
-3, -114, -958
-14, -121, -963
-14, -116, -947
-19, -119, -942
-14, -115, -962
-19, -119, -950
-31, -116, -959
-19, -112, -956
-5, -122, -976
-12, -116, -956
-28, -114, -994
-29, -122, -956
-21, -118, -982
-17, -126, -964
-16, -118, -964
-25, -116, -958
-14, -122, -962
-23, -115, -964
-25, -123, -967
-21, -121, -970
-38, -117, -980
-21, -123, -976
-26, -117, -967
-24, -113, -968
-10, -117, -962
-23, -123, -979
-10, -119, -952
-21, -118, -967
-14, -117, -941
-28, -120, -946
-13, -119, -948
-18, -123, -945
-17, -121, -957
-21, -118, -969
-25, -117, -965
-12, -117, -947
-17, -119, -960
-21, -114, -961
-22, -120, -966
-36, -115, -963
-31, -117, -955
-30, -123, -962
-27, -119, -963
-19, -118, -963
-24, -114, -951
-39, -113, -967
-16, -121, -948
-23, -122, -970
-12, -119, -959
-14, -121, -957
-15, -122, -981
-20, -116, -967
-18, -115, -963
-27, -119, -952
-19, -116, -973
-19, -124, -960
-19, -116, -970
-24, -118, -968
-21, -121, -953
-27, -118, -975
-26, -113, -968
-17, -113, -964
-23, -113, -966
-20, -116, -961
-15, -124, -967
-19, -121, -961
-21, -117, -963
-23, -120, -977
-24, -117, -970
-27, -109, -967
-24, -116, -955
-16, -117, -964
-32, -113, -990
-10, -123, -953
-18, -118, -972
-25, -123, -958
-26, -118, -970
-20, -119, -977
-22, -125, -959
-26, -117, -964
-22, -112, -959
-35, -120, -972
-15, -119, -960
-19, -120, -975
-28, -116, -972
-27, -127, -958
-16, -117, -966
-33, -120, -965
-28, -111, -953
-20, -120, -957
-5, -117, -967
-17, -123, -961
-24, -117, -951
-26, -113, -975
-16, -117, -965
-20, -120, -946
-32, -114, -989
-19, -118, -981
-27, -111, -990
-17, -118, -965
-20, -109, -969
-12, -111, -966
-19, -114, -971
-17, -117, -978
-19, -122, -954
-29, -116, -963
-26, -114, -969
-31, -116, -975
-16, -116, -968
-24, -115, -951
-35, -112, -986
-24, -123, -979
-16, -116, -964
-32, -121, -964
-27, -120, -956
-24, -117, -962
-13, -122, -977
-29, -124, -964
-18, -114, -982
-23, -115, -988
-38, -114, -959
-26, -116, -960
-29, -127, -975
-36, -116, -967
-13, -121, -944
-21, -115, -959
-16, -115, -970
-17, -118, -946
-15, -119, -978
-24, -118, -960
-34, -116, -968
-26, -118, -972
-26, -119, -972
-18, -110, -978
-26, -115, -966
-20, -127, -947
-24, -116, -982
-25, -113, -948
-16, -108, -956
-35, -120, -960
-17, -121, -981
-18, -119, -977
-19, -114, -948
-21, -123, -974
-20, -118, -970
-28, -121, -961
-21, -110, -975
-11, -114, -970
-12, -120, -966
-20, -119, -1002
-25, -123, -963
-16, -116, -954
-13, -124, -972
-21, -127, -961
-29, -111, -974
-29, -124, -995
-28, -122, -992
-18, -123, -972
-19, -118, -948
-12, -117, -969
-14, -110, -972
-9, -117, -974
-25, -114, -946
-28, -122, -956
-14, -117, -957
-26, -122, -969
-15, -120, -984
-19, -113, -983
-26, -116, -970
-37, -121, -960
-23, -115, -964
-31, -124, -951
-30, -117, -972
-28, -122, -972
-23, -114, -965
-28, -117, -988
-32, -117, -964
-20, -122, -968
-19, -120, -974
-29, -117, -961
-25, -108, -968
-31, -116, -957
-26, -113, -944
-28, -108, -944
-38, -117, -970
-29, -118, -980
-38, -125, -974
-23, -122, -976
-21, -119, -982
-18, -116, -955
-22, -124, -955
-21, -120, -969
-13, -120, -959
-18, -123, -961
-14, -120, -969
-24, -117, -963
-24, -114, -980
-22, -116, -947
-23, -126, -945
-20, -118, -970
-12, -119, -957
-10, -122, -946
-13, -115, -960
-11, -122, -940
-17, -113, -983
-13, -115, -974
-31, -113, -968
-24, -119, -968
-9, -124, -963
-6, -125, -967
-25, -122, -952
-3, -117, -956
-9, -118, -955
-16, -117, -948
-20, -120, -944
-25, -120, -982
-2, -119, -960
-31, -120, -952
-24, -121, -984
-12, -120, -979
-23, -123, -968
-22, -115, -956
-15, -118, -941
-33, -113, -918
-21, -111, -942
-31, -113, -950
-40, -115, -964
-26, -112, -958
-29, -111, -973
-35, -117, -1010
-32, -122, -991
-14, -122, -984
-18, -121, -981
-15, -119, -964
-12, -116, -960
-17, -106, -957
-30, -117, -985
-29, -115, -979
-29, -122, -966
-28, -113, -972
-26, -120, -965
-17, -121, -953
-14, -111, -968
-23, -118, -967
-23, -118, -975
-23, -118, -976
-27, -119, -960
-31, -120, -959
-22, -117, -962
-9, -129, -957
-31, -123, -972
-21, -117, -971
-19, -122, -944
-19, -114, -984
-22, -124, -978
-21, -119, -971
-17, -110, -982
-16, -120, -971
-24, -118, -966
-19, -114, -983
-24, -116, -973
-30, -118, -946
-13, -118, -989
-18, -120, -984
-32, -112, -990
-22, -114, -965
-23, -109, -959
-15, -116, -968
-26, -117, -941
-30, -120, -959
-22, -117, -960
-14, -122, -966
-18, -119, -975
-25, -123, -974
-28, -122, -958
-27, -120, -973
-8, -131, -963
-19, -122, -962
-27, -113, -969
-15, -113, -964
-26, -107, -976
-33, -120, -964
-19, -121, -991
-23, -115, -975
-19, -122, -951
-19, -121, -970
-13, -119, -956
-17, -119, -935
-18, -117, -949
-26, -120, -974
-29, -115, -977
-28, -121, -950
-26, -120, -968
-21, -121, -948
-23, -121, -971
-25, -117, -978
-22, -123, -976
-13, -115, -972
-20, -117, -994
-19, -114, -985
-15, -117, -959
-35, -118, -976
-15, -121, -973
-11, -116, -953
-27, -115, -967
-12, -120, -959
-26, -116, -958
-18, -117, -963
-15, -121, -968
-25, -116, -963
-14, -116, -971
-12, -125, -973
-15, -123, -974
-7, -126, -965
-24, -119, -979
-42, -118, -949
-27, -114, -950
-22, -114, -960
-30, -118, -982
-31, -120, -958
-17, -114, -982
-22, -116, -980
-18, -114, -967
-22, -121, -968
-34, -118, -965
-22, -123, -982
-25, -118, -959
-34, -112, -960
-29, -118, -945
-27, -107, -961
-24, -113, -946
-28, -115, -947
-21, -108, -970
-26, -118, -965
-26, -118, -970
-12, -113, -994
-24, -116, -985
-32, -118, -962
-20, -119, -986
-16, -120, -980
-29, -108, -993
-16, -112, -972
-27, -111, -977
-11, -112, -974
-23, -108, -956
-25, -117, -967
-15, -120, -985
-20, -118, -979
-18, -115, -976
-15, -115, -964
-32, -110, -959
-33, -118, -962
-10, -114, -935
-29, -122, -938
-13, -116, -922
-22, -122, -967
-32, -124, -953
-16, -121, -970
-16, -118, -960
-23, -117, -966
-15, -113, -1002
-14, -121, -980
-8, -117, -958
-33, -118, -966
-29, -115, -969
-29, -117, -965
-33, -118, -973
-40, -112, -983
-23, -118, -966
-25, -106, -971
-21, -114, -942
-22, -115, -939
-31, -115, -955
-21, -117, -963
-11, -118, -955
-21, -123, -942
-5, -125, -952
-12, -117, -968
1, -116, -932
-26, -115, -958
-18, -116, -984
-13, -115, -966
-24, -113, -1007
-27, -123, -1010
-22, -120, -967
-23, -115, -952
-27, -116, -974
-31, -116, -976
-27, -119, -983
-27, -120, -967
-23, -127, -941
-26, -113, -951
-15, -115, -965
-20, -111, -967
-8, -117, -965
-8, -124, -960
-2, -114, -957
-7, -117, -957
-12, -121, -974
-9, -116, -973
-16, -121, -962
-20, -118, -958
-23, -111, -976
-19, -119, -969
-31, -118, -983
-15, -117, -975
-13, -126, -944
-26, -119, -984
-26, -120, -965
-25, -126, -959
-25, -127, -970
-19, -123, -961
-27, -115, -955
-27, -120, -939
-19, -118, -944
-30, -116, -967
-32, -118, -967
-19, -116, -951
-37, -108, -963
-38, -119, -954
-25, -116, -989
-30, -114, -992
-28, -123, -961
-18, -120, -978
-24, -120, -953
-15, -119, -954
-19, -119, -980
-9, -123, -980
-17, -125, -968
-25, -112, -947
-26, -110, -948
-27, -120, -941
-23, -120, -984
-18, -111, -967
-13, -117, -948
-27, -119, -967
-23, -124, -963
-15, -114, -977
-13, -122, -955
-12, -116, -976
-17, -118, -964
-14, -120, -963
-33, -119, -964
-11, -121, -982
-11, -118, -958
-27, -121, -949
-22, -116, -947
-26, -116, -952
-29, -120, -964
-23, -117, -969
-27, -113, -958
-15, -120, -956
-24, -120, -976
-22, -115, -972
-23, -122, -960
-36, -117, -961
-18, -128, -943
-22, -126, -952
-11, -121, -972
-8, -116, -965
-24, -114, -982
-26, -116, -977
-21, -121, -965
-19, -113, -970
-10, -123, -955
-8, -117, -977
-10, -114, -987
-19, -116, -963
-27, -121, -962
-26, -119, -971
-23, -114, -971
-23, -119, -982
-16, -119, -951
-13, -121, -954
-14, -113, -958
-21, -118, -985
-32, -113, -980
-26, -116, -965
-34, -116, -972
-24, -114, -965
-20, -121, -967
-28, -118, -947
-18, -116, -966
-13, -124, -954
-17, -122, -975
-17, -124, -972
-19, -117, -968
-26, -119, -955
-10, -122, -951
-5, -122, -953
-10, -118, -967
-23, -112, -943
-21, -112, -969
-19, -116, -975
-25, -116, -965
-32, -117, -976
-33, -116, -971
-19, -118, -964
-15, -120, -966
-12, -119, -959
-37, -119, -974
-20, -111, -973
-6, -112, -988
-8, -118, -947
-6, -123, -977
-9, -124, -990
-13, -124, -965
-23, -124, -960
-31, -115, -962
-20, -123, -974
-14, -118, -972
-20, -118, -975
-8, -125, -964
-25, -123, -969
-22, -119, -974
-21, -116, -961
-10, -122, -971
-17, -122, -958
-11, -117, -956
-30, -115, -969
-21, -115, -965
-20, -118, -971
-19, -118, -971
-27, -116, -948
-15, -116, -973
-11, -120, -964
-20, -122, -954
-14, -125, -954
-22, -121, -963
-26, -119, -962
-8, -115, -976
-21, -121, -984
-24, -112, -986
-11, -123, -962
-28, -120, -964
-15, -116, -966
-9, -118, -979
-22, -117, -948
-18, -116, -942
-17, -119, -953
-29, -113, -954
-14, -110, -964
-14, -123, -962
-38, -127, -998
-19, -117, -971
-29, -112, -963
-20, -120, -949
-19, -119, -956
-26, -118, -966
-21, -122, -972
-25, -119, -976
-16, -119, -968
-16, -114, -944
-28, -115, -951
-1, -124, -967
-14, -123, -970
-24, -120, -986
-21, -123, -972
-23, -116, -986
-27, -119, -969
-11, -112, -964
-5, -124, -963
-14, -121, -966
-20, -112, -950
-15, -122, -964
-9, -121, -960
-13, -114, -948
-19, -116, -944
-28, -119, -959
-30, -120, -974
-19, -121, -976
-19, -123, -958
-15, -117, -956
-23, -118, -964
-16, -114, -981
-24, -116, -993
-24, -114, -991
-23, -116, -973
-21, -117, -965
-10, -128, -966
-18, -119, -956
-24, -112, -970
-18, -122, -961
-26, -121, -986
-19, -115, -955
-15, -115, -946
-28, -119, -958
-19, -121, -966
-23, -117, -965
-18, -126, -996
-14, -120, -971
-21, -116, -959
-18, -115, -973
-7, -124, -962
-30, -122, -972
-24, -121, -962
-30, -118, -965
-13, -124, -978
-18, -114, -977
-26, -116, -967
-4, -114, -964
-17, -118, -952
-12, -120, -968
-25, -121, -980
-22, -118, -951
-19, -123, -946
-19, -125, -956
-18, -119, -970
-21, -122, -969
-20, -117, -966
-28, -118, -967
-23, -118, -960
-24, -110, -980
-31, -116, -965
-29, -118, -957
-27, -116, -977
-29, -113, -952
-23, -119, -949
-25, -126, -954
-15, -117, -962
-20, -119, -962
-17, -111, -966
-25, -119, -947
-23, -120, -962
-25, -118, -985
-20, -120, -968
-27, -122, -969
-21, -129, -983
-10, -113, -984
-24, -116, -1004
-22, -120, -998
-35, -111, -923
-20, -109, -916
-9, -112, -938
-2, -115, -878
-19, -104, -893
-10, -126, -1017
-23, -134, -1051
-19, -122, -977
-31, -108, -973
-27, -125, -1023
-23, -134, -1013
-27, -116, -960
-18, -108, -946
-18, -115, -909
-22, -113, -947
-26, -118, -983
-23, -107, -983
-30, -111, -953
-21, -119, -975
-15, -113, -987
-23, -107, -934
-20, -106, -956
-30, -109, -960
-24, -109, -935
-26, -101, -908
-19, -104, -949
-21, -115, -941
-36, -109, -935
-48, -106, -964
-38, -115, -942
-21, -117, -916
0, -118, -959
1, -137, -961
-1, -141, -893
6, -142, -873
12, -148, -957
11, -148, -1012
-1, -136, -1051
-25, -137, -1129
-20, -136, -1187
-38, -136, -1132
-35, -122, -1071
-36, -117, -987
-35, -101, -917
-7, -105, -861
13, -107, -805
11, -106, -782
1, -106, -786
-10, -102, -855
-22, -105, -890
-29, -117, -946
-34, -116, -996
-45, -120, -1027
-45, -123, -1005
-43, -111, -994
-43, -119, -982
-37, -108, -958
-32, -109, -928
-24, -108, -916
-16, -115, -969
-9, -116, -985
-11, -130, -982
-3, -133, -1003
11, -129, -988
-2, -128, -995
-11, -129, -987
-19, -129, -964
-15, -125, -939
-16, -121, -956
-12, -117, -995
-35, -113, -985
-36, -119, -974
-31, -115, -1010
-25, -114, -994
-28, -103, -959
-25, -108, -924
-8, -100, -858
-9, -101, -830
-18, -115, -852
1, -102, -837
-21, -99, -825
-13, -111, -897
-24, -142, -1035
-37, -147, -1116
-39, -137, -1130
-12, -144, -1099
-12, -130, -1029
-24, -113, -949
-21, -120, -962
-6, -118, -919
-14, -118, -908
-14, -112, -925
-20, -132, -971
-23, -130, -985
-26, -125, -1007
-15, -129, -1001
-29, -120, -986
-13, -115, -954
-20, -112, -926
-10, -112, -891
-26, -111, -875
-25, -109, -914
-22, -116, -966
-23, -123, -991
-24, -126, -1009
-20, -120, -991
-17, -122, -975
-23, -115, -984
-10, -120, -967
-18, -117, -926
-14, -111, -916
-6, -105, -898
-6, -107, -947
-9, -116, -1002
-29, -123, -1029
-29, -122, -1026
-34, -120, -1011
-30, -119, -993
-42, -111, -975
-43, -115, -986
-23, -113, -961
-34, -110, -936
-16, -117, -965
-20, -120, -946
-20, -120, -959
-21, -118, -967
-13, -125, -968
-19, -128, -950
-19, -117, -949
-12, -124, -967
4, -127, -937
-6, -117, -952
-10, -128, -971
-12, -138, -991
-12, -129, -1000
-7, -116, -1003
-22, -120, -995
-32, -112, -984
-15, -115, -946
-15, -116, -970
-41, -119, -963
-30, -100, -946
-26, -104, -938
-36, -107, -961
-17, -114, -956
-25, -110, -992
-38, -105, -1002
-28, -126, -999
-29, -126, -1005
